Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
84864,Techcorp,Display,All Ages,60 Days,Google Ads,0.09,16196,4.58,New York,Mandarin,608,6701,1,Tech Enthusiasts,2021-07-03
84865,Innovate Industries,Influencer,Men 18-24,60 Days,Google Ads,0.11,5722,5.51,Los Angeles,German,447,3629,5,Tech Enthusiasts,2021-07-04
84866,Alpha Innovations,Display,All Ages,45 Days,Website,0.14,9667,4.85,New York,German,113,8068,2,Health & Wellness,2021-07-05
84867,Nexgen Systems,Search,Women 25-34,30 Days,Email,0.09,7230,7.57,Los Angeles,German,527,6413,7,Outdoor Adventurers,2021-07-06
84868,Datatech Solutions,Search,Women 25-34,30 Days,Youtube,0.09,14599,5.07,New York,Mandarin,591,6580,5,Foodies,2021-07-07
84869,Nexgen Systems,Social Media,All Ages,30 Days,Email,0.01,10596,6.56,Chicago,French,240,8818,2,Fashionistas,2021-07-08
84870,Innovate Industries,Influencer,Men 25-34,60 Days,Website,0.09,16559,5.85,Miami,French,108,1439,4,Health & Wellness,2021-07-09
84871,Innovate Industries,Influencer,Men 25-34,45 Days,Youtube,0.06,15022,3.64,Miami,French,188,6387,5,Health & Wellness,2021-07-10
84872,Techcorp,Display,Women 25-34,15 Days,Website,0.12,13913,2.29,Los Angeles,Mandarin,335,3675,1,Tech Enthusiasts,2021-07-11
84873,Techcorp,Display,Women 25-34,45 Days,Google Ads,0.07,11492,5.82,Miami,Spanish,449,2624,9,Tech Enthusiasts,2021-07-12
84874,Datatech Solutions,Display,Women 35-44,60 Days,Youtube,0.14,8109,7.57,New York,English,578,4830,7,Health & Wellness,2021-07-13
84875,Datatech Solutions,Display,All Ages,15 Days,Facebook,0.13,8886,6.04,Miami,Spanish,980,4274,4,Health & Wellness,2021-07-14
84876,Datatech Solutions,Display,Women 25-34,30 Days,Google Ads,0.13,15431,7.23,Houston,English,586,8180,3,Health & Wellness,2021-07-15
84877,Alpha Innovations,Display,Women 25-34,15 Days,Email,0.04,5121,2.7,New York,German,842,5247,1,Tech Enthusiasts,2021-07-16
84878,Datatech Solutions,Influencer,Men 25-34,45 Days,Instagram,0.02,16559,3.3,Houston,German,787,4831,4,Health & Wellness,2021-07-17
84879,Techcorp,Influencer,Men 18-24,30 Days,Instagram,0.03,11973,2.6,Miami,French,883,1126,9,Foodies,2021-07-18
84880,Innovate Industries,Display,Women 35-44,30 Days,Website,0.14,5557,7.57,Miami,French,261,3570,10,Tech Enthusiasts,2021-07-19
84881,Innovate Industries,Social Media,Men 25-34,60 Days,Website,0.12,19587,5.66,Miami,Mandarin,174,2358,3,Foodies,2021-07-20
84882,Datatech Solutions,Search,Men 18-24,60 Days,Facebook,0.04,12872,7.34,Houston,French,623,6314,7,Tech Enthusiasts,2021-07-21
84883,Nexgen Systems,Influencer,Men 18-24,30 Days,Youtube,0.01,15619,6.49,Houston,English,261,7984,7,Foodies,2021-07-22
84884,Techcorp,Display,Men 18-24,15 Days,Website,0.02,14496,4.22,Houston,Spanish,742,2385,1,Tech Enthusiasts,2021-07-23
84885,Innovate Industries,Email,Men 18-24,45 Days,Website,0.08,12880,5.74,Houston,Mandarin,999,1110,3,Health & Wellness,2021-07-24
84886,Innovate Industries,Display,Men 25-34,60 Days,Facebook,0.13,19436,3.16,Chicago,English,814,5115,9,Health & Wellness,2021-07-25
84887,Innovate Industries,Social Media,Men 25-34,45 Days,Facebook,0.04,5460,5.96,Houston,Mandarin,596,4438,8,Fashionistas,2021-07-26
84888,Innovate Industries,Search,Men 18-24,15 Days,Youtube,0.05,12789,6.3,Houston,French,249,7952,3,Fashionistas,2021-07-27
84889,Techcorp,Social Media,Women 35-44,30 Days,Youtube,0.12,10179,4.22,Miami,Mandarin,232,2575,1,Foodies,2021-07-28
84890,Techcorp,Influencer,All Ages,45 Days,Youtube,0.06,18356,3.82,Chicago,French,443,3965,10,Health & Wellness,2021-07-29
84891,Innovate Industries,Email,All Ages,45 Days,Google Ads,0.02,19511,7.5,Houston,Mandarin,390,3589,10,Tech Enthusiasts,2021-07-30
84892,Innovate Industries,Email,Women 25-34,45 Days,Youtube,0.07,16633,6.33,Los Angeles,English,150,7729,9,Health & Wellness,2021-07-31
84893,Datatech Solutions,Social Media,Men 18-24,45 Days,Email,0.02,14278,7.2,Chicago,English,181,8046,8,Foodies,2021-08-01
84894,Innovate Industries,Display,Women 25-34,30 Days,Google Ads,0.05,18310,7.34,New York,French,121,8120,10,Foodies,2021-08-02
84895,Datatech Solutions,Search,Women 35-44,45 Days,Google Ads,0.11,18898,7.52,Los Angeles,French,419,6711,2,Foodies,2021-08-03
84896,Techcorp,Display,Women 25-34,30 Days,Website,0.05,15752,4.44,New York,Mandarin,391,9409,9,Health & Wellness,2021-08-04
84897,Datatech Solutions,Display,All Ages,45 Days,Youtube,0.06,9347,4.61,Miami,Mandarin,542,3956,5,Foodies,2021-08-05
84898,Datatech Solutions,Display,All Ages,15 Days,Instagram,0.09,15717,6.08,Los Angeles,German,582,8372,3,Tech Enthusiasts,2021-08-06
84899,Nexgen Systems,Display,Women 35-44,45 Days,Facebook,0.13,7560,4.09,Chicago,German,193,5780,8,Health & Wellness,2021-08-07
84900,Datatech Solutions,Social Media,Women 25-34,15 Days,Facebook,0.15,14169,3.3,Miami,French,773,7262,1,Outdoor Adventurers,2021-08-08
84901,Nexgen Systems,Display,Men 18-24,45 Days,Google Ads,0.13,13909,6.56,New York,French,230,6205,6,Foodies,2021-08-09
84902,Innovate Industries,Email,Men 25-34,30 Days,Website,0.06,10774,5.41,Chicago,English,453,8365,6,Foodies,2021-08-10
84903,Techcorp,Email,Women 35-44,15 Days,Google Ads,0.13,7827,7.68,Los Angeles,Spanish,354,4114,9,Tech Enthusiasts,2021-08-11
84904,Nexgen Systems,Search,Men 18-24,30 Days,Website,0.09,12588,5.16,Los Angeles,Spanish,828,1522,7,Health & Wellness,2021-08-12
84905,Alpha Innovations,Email,Women 25-34,15 Days,Email,0.13,10661,2.61,Los Angeles,Mandarin,379,9769,6,Fashionistas,2021-08-13
84906,Nexgen Systems,Email,Men 18-24,45 Days,Email,0.01,6536,7.82,New York,French,850,1188,2,Health & Wellness,2021-08-14
84907,Datatech Solutions,Search,All Ages,15 Days,Google Ads,0.09,14397,6.22,Los Angeles,German,974,4655,3,Fashionistas,2021-08-15
84908,Datatech Solutions,Display,All Ages,30 Days,Google Ads,0.06,7654,5.2,Miami,Mandarin,337,4666,3,Outdoor Adventurers,2021-08-16
84909,Datatech Solutions,Influencer,Men 25-34,15 Days,Website,0.14,12746,5.92,New York,Mandarin,360,5332,1,Foodies,2021-08-17
84910,Nexgen Systems,Email,Men 18-24,15 Days,Google Ads,0.03,11092,7.19,Los Angeles,Spanish,398,5362,8,Health & Wellness,2021-08-18
84911,Innovate Industries,Search,Women 35-44,30 Days,Youtube,0.07,5617,7.01,Miami,French,131,2862,4,Fashionistas,2021-08-19
84912,Alpha Innovations,Influencer,Women 35-44,15 Days,Youtube,0.05,11019,7.07,Houston,Spanish,227,9018,1,Foodies,2021-08-20
84913,Innovate Industries,Email,Men 18-24,15 Days,Facebook,0.02,9849,5.17,New York,French,871,9616,6,Foodies,2021-08-21
84914,Techcorp,Search,Women 35-44,45 Days,Facebook,0.03,13747,2.07,New York,German,361,5045,3,Outdoor Adventurers,2021-08-22
84915,Techcorp,Display,Women 35-44,30 Days,Youtube,0.14,9171,7.67,Chicago,German,433,5668,2,Tech Enthusiasts,2021-08-23
84916,Alpha Innovations,Social Media,All Ages,60 Days,Instagram,0.15,19234,2.12,Los Angeles,Spanish,699,8552,9,Outdoor Adventurers,2021-08-24
84917,Innovate Industries,Search,Men 25-34,45 Days,Youtube,0.11,15991,5.07,New York,Spanish,223,8865,5,Health & Wellness,2021-08-25
84918,Nexgen Systems,Search,Women 25-34,15 Days,Website,0.11,5674,7.56,Houston,English,502,7194,7,Fashionistas,2021-08-26
84919,Datatech Solutions,Influencer,Women 35-44,30 Days,Facebook,0.09,12804,3.81,Chicago,English,344,5236,5,Health & Wellness,2021-08-27
84920,Innovate Industries,Search,Women 35-44,15 Days,Youtube,0.11,13503,2.92,Miami,German,297,2462,5,Outdoor Adventurers,2021-08-28
84921,Datatech Solutions,Search,Men 18-24,15 Days,Instagram,0.02,16776,3.22,Chicago,French,862,8186,9,Fashionistas,2021-08-29
84922,Alpha Innovations,Search,All Ages,45 Days,Instagram,0.14,18780,5.3,Miami,English,503,7531,9,Fashionistas,2021-08-30
84923,Nexgen Systems,Social Media,Men 18-24,15 Days,Website,0.06,11044,7.61,Los Angeles,French,884,8097,4,Tech Enthusiasts,2021-08-31
84924,Nexgen Systems,Influencer,Men 25-34,15 Days,Facebook,0.15,16578,7.18,New York,Mandarin,832,9873,8,Health & Wellness,2021-09-01
84925,Nexgen Systems,Display,Men 25-34,45 Days,Instagram,0.09,5297,7.25,Chicago,Spanish,575,9577,6,Tech Enthusiasts,2021-09-02
84926,Datatech Solutions,Display,Women 35-44,60 Days,Email,0.05,14998,4.79,Houston,Spanish,330,3178,8,Foodies,2021-09-03
84927,Datatech Solutions,Social Media,Women 35-44,15 Days,Instagram,0.08,6079,3.78,New York,German,492,8070,2,Health & Wellness,2021-09-04
84928,Techcorp,Search,All Ages,60 Days,Instagram,0.14,11657,2.48,Miami,French,705,1917,4,Outdoor Adventurers,2021-09-05
84929,Alpha Innovations,Social Media,Men 18-24,30 Days,Website,0.13,13589,5.02,Chicago,Mandarin,658,6949,10,Tech Enthusiasts,2021-09-06
84930,Datatech Solutions,Search,All Ages,15 Days,Youtube,0.14,10291,3.26,Chicago,Spanish,361,4631,3,Fashionistas,2021-09-07
84931,Techcorp,Email,Men 25-34,60 Days,Email,0.01,16330,5.0,Houston,English,974,5263,6,Fashionistas,2021-09-08
84932,Alpha Innovations,Search,Women 35-44,60 Days,Instagram,0.09,16463,3.65,Chicago,Mandarin,215,9492,2,Outdoor Adventurers,2021-09-09
84933,Alpha Innovations,Search,Men 25-34,45 Days,Website,0.14,7051,4.81,New York,English,238,2668,8,Foodies,2021-09-10
84934,Nexgen Systems,Display,Men 25-34,45 Days,Facebook,0.03,9993,3.71,Miami,English,462,2876,3,Foodies,2021-09-11
84935,Techcorp,Influencer,Women 35-44,30 Days,Facebook,0.08,11043,3.69,New York,French,915,1891,4,Health & Wellness,2021-09-12
84936,Datatech Solutions,Display,Women 35-44,15 Days,Facebook,0.04,11275,2.17,Miami,French,143,9009,6,Fashionistas,2021-09-13
84937,Nexgen Systems,Email,All Ages,30 Days,Email,0.03,18041,2.5,Los Angeles,Spanish,251,1057,3,Outdoor Adventurers,2021-09-14
84938,Nexgen Systems,Display,Women 35-44,15 Days,Email,0.06,19150,7.42,Chicago,Spanish,494,4310,6,Fashionistas,2021-09-15
84939,Datatech Solutions,Email,Women 35-44,15 Days,Instagram,0.12,16178,6.25,Los Angeles,Spanish,768,2595,10,Tech Enthusiasts,2021-09-16
84940,Techcorp,Display,Women 25-34,45 Days,Email,0.07,8925,3.36,Los Angeles,Spanish,619,6269,4,Fashionistas,2021-09-17
84941,Alpha Innovations,Social Media,Women 35-44,60 Days,Website,0.07,19528,4.89,Houston,Mandarin,892,4545,1,Fashionistas,2021-09-18
84942,Techcorp,Email,Men 25-34,60 Days,Email,0.14,16311,6.0,Miami,Mandarin,198,9954,6,Foodies,2021-09-19
84943,Innovate Industries,Social Media,Women 25-34,30 Days,Facebook,0.02,15928,7.63,Chicago,French,390,6418,9,Outdoor Adventurers,2021-09-20
84944,Techcorp,Display,Women 35-44,15 Days,Instagram,0.06,9386,4.03,Chicago,English,503,5358,10,Foodies,2021-09-21
84945,Innovate Industries,Display,Men 25-34,15 Days,Website,0.14,6581,6.11,New York,English,891,2078,5,Health & Wellness,2021-09-22
84946,Innovate Industries,Email,All Ages,30 Days,Google Ads,0.14,11968,4.72,Chicago,German,335,6433,10,Fashionistas,2021-09-23
84947,Innovate Industries,Display,Men 18-24,45 Days,Email,0.05,13100,6.36,Chicago,Spanish,108,5621,9,Health & Wellness,2021-09-24
84948,Datatech Solutions,Social Media,Women 25-34,45 Days,Website,0.13,14747,5.73,Houston,Mandarin,512,2546,9,Foodies,2021-09-25
84949,Innovate Industries,Influencer,Women 25-34,45 Days,Facebook,0.11,12949,7.5,New York,German,344,6196,10,Tech Enthusiasts,2021-09-26
84950,Alpha Innovations,Display,Men 25-34,60 Days,Instagram,0.12,10805,2.64,Houston,English,303,7676,6,Tech Enthusiasts,2021-09-27
84951,Alpha Innovations,Search,Men 25-34,45 Days,Google Ads,0.06,14664,2.77,Houston,English,306,5183,10,Outdoor Adventurers,2021-09-28
84952,Techcorp,Influencer,Women 25-34,60 Days,Facebook,0.11,13286,2.07,Houston,German,651,5527,3,Outdoor Adventurers,2021-09-29
84953,Techcorp,Influencer,Men 18-24,60 Days,Website,0.14,5117,6.21,Los Angeles,Mandarin,709,4752,4,Tech Enthusiasts,2021-09-30
84954,Alpha Innovations,Email,Men 18-24,45 Days,Youtube,0.13,15239,3.25,New York,French,704,1678,3,Outdoor Adventurers,2021-10-01
84955,Techcorp,Influencer,Women 25-34,30 Days,Facebook,0.05,19171,7.64,Houston,Mandarin,802,2654,9,Outdoor Adventurers,2021-10-02
84956,Innovate Industries,Social Media,Women 35-44,60 Days,Website,0.12,11097,6.96,Chicago,Mandarin,230,9438,7,Tech Enthusiasts,2021-10-03
84957,Nexgen Systems,Email,Women 25-34,60 Days,Instagram,0.06,17895,5.59,Miami,Mandarin,309,2350,3,Tech Enthusiasts,2021-10-04
84958,Techcorp,Search,Men 18-24,60 Days,Facebook,0.14,8265,7.73,Chicago,Mandarin,273,3861,8,Foodies,2021-10-05
84959,Alpha Innovations,Search,Women 35-44,30 Days,Instagram,0.07,9532,4.37,Chicago,German,451,5075,1,Health & Wellness,2021-10-06
84960,Nexgen Systems,Email,All Ages,45 Days,Email,0.09,10639,4.15,Chicago,English,867,5902,4,Foodies,2021-10-07
84961,Nexgen Systems,Social Media,All Ages,30 Days,Google Ads,0.03,13398,3.91,Chicago,Mandarin,583,2076,2,Fashionistas,2021-10-08
84962,Nexgen Systems,Influencer,Women 35-44,45 Days,Google Ads,0.06,5008,2.22,New York,English,592,8351,7,Outdoor Adventurers,2021-10-09
84963,Innovate Industries,Display,All Ages,15 Days,Instagram,0.12,14127,7.35,New York,Spanish,443,1375,3,Foodies,2021-10-10
84964,Techcorp,Email,Men 18-24,30 Days,Youtube,0.1,16154,3.76,Chicago,French,161,3964,3,Fashionistas,2021-10-11
84965,Nexgen Systems,Social Media,Men 18-24,60 Days,Facebook,0.1,17136,2.78,Houston,English,968,9490,7,Fashionistas,2021-10-12
84966,Techcorp,Social Media,Women 25-34,60 Days,Google Ads,0.02,10981,2.0,New York,German,872,2456,3,Outdoor Adventurers,2021-10-13
84967,Techcorp,Email,Men 25-34,30 Days,Website,0.04,7568,4.77,New York,Spanish,444,4142,3,Fashionistas,2021-10-14
84968,Nexgen Systems,Search,Women 35-44,45 Days,Email,0.06,6930,7.33,Houston,German,877,1156,7,Fashionistas,2021-10-15
84969,Techcorp,Search,Men 25-34,60 Days,Google Ads,0.06,16785,4.62,Houston,English,500,9895,9,Fashionistas,2021-10-16
84970,Alpha Innovations,Social Media,Men 25-34,15 Days,Instagram,0.05,17063,7.31,Chicago,French,683,3798,2,Tech Enthusiasts,2021-10-17
84971,Alpha Innovations,Display,Men 25-34,45 Days,Youtube,0.09,16401,4.21,Miami,German,276,7570,8,Outdoor Adventurers,2021-10-18
84972,Innovate Industries,Search,Women 35-44,30 Days,Youtube,0.1,19211,4.13,Houston,French,152,9143,1,Fashionistas,2021-10-19
84973,Nexgen Systems,Influencer,Women 25-34,30 Days,Youtube,0.13,5951,7.18,Los Angeles,French,224,7722,6,Health & Wellness,2021-10-20
84974,Datatech Solutions,Search,Men 25-34,45 Days,Youtube,0.11,15885,2.71,Chicago,Spanish,521,3683,1,Outdoor Adventurers,2021-10-21
84975,Techcorp,Search,Women 35-44,45 Days,Facebook,0.05,10677,2.94,Houston,French,488,7058,1,Fashionistas,2021-10-22
84976,Nexgen Systems,Search,All Ages,45 Days,Website,0.13,19834,7.91,New York,English,188,9681,5,Fashionistas,2021-10-23
84977,Alpha Innovations,Email,Men 25-34,30 Days,Google Ads,0.14,5584,4.56,Houston,German,821,5437,10,Outdoor Adventurers,2021-10-24
84978,Innovate Industries,Search,Men 25-34,15 Days,Instagram,0.01,7233,7.19,Miami,English,212,8902,6,Health & Wellness,2021-10-25
84979,Datatech Solutions,Display,Women 35-44,30 Days,Google Ads,0.04,18701,4.12,Los Angeles,English,749,2675,3,Fashionistas,2021-10-26
84980,Nexgen Systems,Display,Women 35-44,15 Days,Website,0.05,9091,4.85,Los Angeles,German,879,2313,1,Foodies,2021-10-27
84981,Techcorp,Search,All Ages,30 Days,Facebook,0.04,17205,6.68,Houston,French,718,4647,3,Outdoor Adventurers,2021-10-28
84982,Alpha Innovations,Search,Men 18-24,45 Days,Facebook,0.09,17013,2.09,Chicago,Mandarin,673,5719,6,Foodies,2021-10-29
84983,Nexgen Systems,Email,Women 35-44,45 Days,Website,0.07,8438,5.86,New York,French,697,6385,9,Outdoor Adventurers,2021-10-30
84984,Innovate Industries,Influencer,Men 18-24,60 Days,Instagram,0.03,17016,6.67,Houston,English,674,2438,8,Health & Wellness,2021-10-31
84985,Nexgen Systems,Social Media,Women 25-34,15 Days,Email,0.06,10816,2.55,Miami,English,895,1566,1,Foodies,2021-11-01
84986,Alpha Innovations,Influencer,Women 35-44,30 Days,Instagram,0.11,13443,3.75,Houston,English,112,2380,5,Tech Enthusiasts,2021-11-02
84987,Innovate Industries,Influencer,All Ages,60 Days,Youtube,0.12,17267,5.57,Miami,English,835,3336,5,Health & Wellness,2021-11-03
84988,Techcorp,Social Media,Men 25-34,30 Days,Website,0.06,12681,6.98,Houston,Spanish,621,4557,5,Foodies,2021-11-04
84989,Techcorp,Email,All Ages,45 Days,Website,0.07,5517,6.53,Houston,French,235,6818,6,Tech Enthusiasts,2021-11-05
84990,Techcorp,Social Media,Men 18-24,15 Days,Email,0.12,18645,4.39,Los Angeles,French,875,7697,1,Health & Wellness,2021-11-06
84991,Alpha Innovations,Display,Women 25-34,30 Days,Instagram,0.06,9873,6.32,Chicago,French,719,6656,8,Health & Wellness,2021-11-07
84992,Innovate Industries,Influencer,Women 25-34,60 Days,Youtube,0.09,7793,3.34,Houston,English,214,2824,5,Health & Wellness,2021-11-08
84993,Techcorp,Influencer,All Ages,30 Days,Google Ads,0.09,13675,7.23,Chicago,Mandarin,803,3517,1,Health & Wellness,2021-11-09
84994,Datatech Solutions,Email,Men 25-34,30 Days,Google Ads,0.14,13309,2.81,New York,French,824,9088,10,Foodies,2021-11-10
84995,Innovate Industries,Social Media,Women 25-34,15 Days,Website,0.12,10390,4.38,Los Angeles,Spanish,359,4993,3,Fashionistas,2021-11-11
84996,Datatech Solutions,Social Media,Men 25-34,30 Days,Google Ads,0.03,7418,3.92,Chicago,French,713,2747,3,Fashionistas,2021-11-12
84997,Nexgen Systems,Display,Men 25-34,30 Days,Google Ads,0.08,5269,4.06,Houston,Mandarin,234,6003,9,Foodies,2021-11-13
84998,Techcorp,Search,Women 35-44,60 Days,Website,0.05,8137,3.42,Miami,French,747,9099,2,Outdoor Adventurers,2021-11-14
84999,Alpha Innovations,Display,Women 35-44,45 Days,Google Ads,0.08,8232,3.4,Houston,Mandarin,650,7461,9,Fashionistas,2021-11-15
85000,Datatech Solutions,Search,All Ages,45 Days,Instagram,0.11,15383,7.78,Los Angeles,English,446,8095,7,Foodies,2021-11-16
85001,Nexgen Systems,Display,Men 25-34,45 Days,Website,0.02,5882,6.58,Miami,French,247,3515,1,Foodies,2021-11-17
85002,Datatech Solutions,Display,Women 35-44,45 Days,Facebook,0.07,14130,5.6,Miami,Mandarin,688,4111,6,Fashionistas,2021-11-18
85003,Innovate Industries,Search,Women 25-34,15 Days,Website,0.06,6369,4.7,New York,English,404,9959,5,Health & Wellness,2021-11-19
85004,Datatech Solutions,Email,Men 18-24,15 Days,Google Ads,0.02,19568,5.96,Chicago,German,382,3773,2,Health & Wellness,2021-11-20
85005,Datatech Solutions,Display,Women 35-44,60 Days,Email,0.11,8681,2.56,Houston,English,402,8984,2,Fashionistas,2021-11-21
85006,Datatech Solutions,Search,Women 35-44,15 Days,Email,0.03,18676,4.44,Miami,Mandarin,128,3306,4,Foodies,2021-11-22
85007,Techcorp,Display,Men 25-34,60 Days,Email,0.07,16294,2.52,Houston,Mandarin,640,1524,9,Tech Enthusiasts,2021-11-23
85008,Datatech Solutions,Display,All Ages,15 Days,Youtube,0.07,5446,3.0,Chicago,Mandarin,947,1729,1,Foodies,2021-11-24
85009,Datatech Solutions,Email,Men 25-34,45 Days,Instagram,0.1,16829,3.27,New York,Mandarin,958,6227,9,Health & Wellness,2021-11-25
85010,Alpha Innovations,Social Media,Men 25-34,30 Days,Youtube,0.09,5452,2.71,Chicago,Mandarin,879,3904,7,Outdoor Adventurers,2021-11-26
85011,Techcorp,Search,Men 25-34,60 Days,Facebook,0.05,10955,6.84,New York,French,182,2926,10,Outdoor Adventurers,2021-11-27
85012,Nexgen Systems,Display,Women 25-34,45 Days,Website,0.14,12406,4.29,New York,German,354,5441,5,Fashionistas,2021-11-28
85013,Datatech Solutions,Email,All Ages,15 Days,Instagram,0.01,8672,5.91,Chicago,French,381,5134,8,Fashionistas,2021-11-29
85014,Innovate Industries,Email,Women 35-44,30 Days,Google Ads,0.06,16824,5.29,Miami,French,912,5039,6,Health & Wellness,2021-11-30
85015,Techcorp,Search,Women 35-44,30 Days,Email,0.07,17148,2.26,Chicago,English,789,2964,10,Fashionistas,2021-12-01
85016,Datatech Solutions,Social Media,Men 18-24,30 Days,Google Ads,0.12,15902,4.33,New York,English,145,3927,6,Tech Enthusiasts,2021-12-02
85017,Techcorp,Influencer,Men 25-34,30 Days,Website,0.03,18188,3.04,Miami,English,773,6331,2,Fashionistas,2021-12-03
85018,Techcorp,Influencer,Women 35-44,15 Days,Email,0.05,17482,7.52,Los Angeles,English,355,4652,5,Health & Wellness,2021-12-04
85019,Techcorp,Email,Women 35-44,15 Days,Instagram,0.04,17410,2.38,Chicago,Spanish,441,1278,10,Outdoor Adventurers,2021-12-05
85020,Techcorp,Influencer,Men 25-34,30 Days,Google Ads,0.11,7765,2.62,New York,English,809,3699,9,Foodies,2021-12-06
85021,Datatech Solutions,Social Media,All Ages,30 Days,Email,0.06,17921,2.78,Houston,Spanish,938,4678,7,Foodies,2021-12-07
85022,Innovate Industries,Influencer,Men 25-34,60 Days,Email,0.11,7192,3.49,Houston,English,294,4999,4,Outdoor Adventurers,2021-12-08
85023,Datatech Solutions,Email,Women 35-44,60 Days,Instagram,0.06,16149,3.54,New York,German,432,8478,9,Fashionistas,2021-12-09
85024,Nexgen Systems,Email,Women 25-34,30 Days,Google Ads,0.08,6608,3.68,Houston,French,633,8845,8,Health & Wellness,2021-12-10
85025,Alpha Innovations,Display,Men 18-24,45 Days,Instagram,0.08,18487,3.16,Houston,German,748,8714,4,Outdoor Adventurers,2021-12-11
85026,Nexgen Systems,Display,Men 18-24,30 Days,Website,0.11,18419,6.79,New York,Mandarin,227,2651,7,Foodies,2021-12-12
85027,Nexgen Systems,Email,Women 25-34,15 Days,Email,0.03,17009,3.62,Chicago,French,527,6946,6,Tech Enthusiasts,2021-12-13
85028,Alpha Innovations,Display,Women 25-34,45 Days,Instagram,0.09,16223,2.43,Los Angeles,Mandarin,663,8715,4,Foodies,2021-12-14
85029,Innovate Industries,Social Media,Men 18-24,60 Days,Google Ads,0.05,5681,5.2,Miami,Mandarin,362,2939,9,Fashionistas,2021-12-15
85030,Alpha Innovations,Influencer,Women 25-34,60 Days,Website,0.08,5882,3.2,New York,English,712,4707,9,Foodies,2021-12-16
85031,Alpha Innovations,Social Media,Women 25-34,30 Days,Youtube,0.05,17714,7.44,Miami,French,200,4891,8,Fashionistas,2021-12-17
85032,Alpha Innovations,Display,Men 25-34,15 Days,Website,0.12,14026,7.54,Los Angeles,Mandarin,826,2162,2,Health & Wellness,2021-12-18
85033,Innovate Industries,Display,Women 25-34,15 Days,Website,0.14,6223,3.21,Miami,French,409,5901,10,Outdoor Adventurers,2021-12-19
85034,Datatech Solutions,Influencer,Women 35-44,45 Days,Website,0.11,15876,3.55,Miami,French,461,2473,9,Outdoor Adventurers,2021-12-20
85035,Innovate Industries,Email,All Ages,45 Days,Google Ads,0.13,18559,2.49,New York,Mandarin,408,6140,1,Tech Enthusiasts,2021-12-21
85036,Alpha Innovations,Influencer,Women 25-34,60 Days,Email,0.08,9910,7.61,Miami,Mandarin,552,8317,8,Outdoor Adventurers,2021-12-22
85037,Alpha Innovations,Search,All Ages,60 Days,Youtube,0.13,7902,7.9,Los Angeles,Mandarin,598,4443,10,Foodies,2021-12-23
85038,Nexgen Systems,Search,Men 25-34,15 Days,Website,0.05,19741,2.99,New York,Mandarin,585,3568,9,Tech Enthusiasts,2021-12-24
85039,Nexgen Systems,Social Media,Men 25-34,30 Days,Website,0.08,9266,3.32,Miami,Mandarin,129,8285,10,Foodies,2021-12-25
85040,Techcorp,Email,Women 25-34,45 Days,Email,0.1,12852,6.9,Chicago,Mandarin,949,6518,3,Foodies,2021-12-26
85041,Datatech Solutions,Search,Women 25-34,60 Days,Facebook,0.07,16749,4.9,Miami,French,233,4421,1,Fashionistas,2021-12-27
85042,Techcorp,Email,Men 25-34,15 Days,Google Ads,0.12,13098,7.54,Chicago,Spanish,395,6520,9,Foodies,2021-12-28
85043,Techcorp,Search,All Ages,60 Days,Website,0.13,12442,4.66,Chicago,Mandarin,454,4352,3,Tech Enthusiasts,2021-12-29
85044,Nexgen Systems,Social Media,Men 18-24,60 Days,Google Ads,0.01,7991,6.47,Houston,German,769,9183,9,Fashionistas,2021-12-30
85045,Datatech Solutions,Social Media,Women 25-34,15 Days,Instagram,0.03,19784,3.89,Los Angeles,German,891,5996,5,Fashionistas,2021-12-31
85046,Innovate Industries,Social Media,Men 25-34,30 Days,Google Ads,0.15,6210,4.73,Los Angeles,German,710,9841,2,Tech Enthusiasts,2021-01-01
85047,Techcorp,Influencer,Women 25-34,60 Days,Website,0.04,11348,2.53,Miami,Spanish,755,7842,2,Foodies,2021-01-02
85048,Alpha Innovations,Social Media,Women 25-34,60 Days,Google Ads,0.09,9484,7.82,New York,Spanish,980,6274,1,Outdoor Adventurers,2021-01-03
85049,Alpha Innovations,Search,Men 18-24,45 Days,Website,0.13,16919,2.35,New York,Mandarin,337,1776,1,Health & Wellness,2021-01-04
85050,Alpha Innovations,Display,Men 25-34,60 Days,Google Ads,0.09,13458,7.16,Houston,English,303,3032,8,Fashionistas,2021-01-05
85051,Alpha Innovations,Email,All Ages,30 Days,Facebook,0.02,13006,5.89,New York,Spanish,883,7607,1,Health & Wellness,2021-01-06
85052,Alpha Innovations,Display,Men 18-24,60 Days,Email,0.14,12003,5.77,Chicago,French,650,4851,9,Fashionistas,2021-01-07
85053,Alpha Innovations,Social Media,Men 25-34,30 Days,Google Ads,0.06,12722,3.52,New York,Spanish,304,4264,8,Health & Wellness,2021-01-08
85054,Alpha Innovations,Email,Women 25-34,60 Days,Website,0.04,6977,3.65,New York,German,942,1242,6,Fashionistas,2021-01-09
85055,Nexgen Systems,Display,Men 18-24,15 Days,Google Ads,0.08,7040,5.22,Los Angeles,Mandarin,191,7094,1,Fashionistas,2021-01-10
85056,Datatech Solutions,Email,Men 25-34,15 Days,Instagram,0.14,11705,3.25,Chicago,French,329,7046,1,Tech Enthusiasts,2021-01-11
